Device,Completed,Start,End,PG0Dis,PG0Shown,PG0Submit,PG1PsnUse,PG1WdAuth,PG1Trn,PG1Other,PG1Submit,PG2Resp,PG2Submit,PG2Resp,PG3Submit,PG4Dtr0_6,PG4Psv7_8,PG4Prm9_10,PG4AllResp,PG4Submit,PG5_1RRPQ,PG5_1Order,PG5_1Time,PG5_2BNUI,PG5_2Order,PG5_2Time,PG5_3HDS,PG5_3Order,PG5_3Time,PG5_4VGP,PG5_4Order,PG5_4Time,PG5_5PHR,PG5_5Order,PG5_5Time,PG5_6SSYOP,PG5_6Order,PG5_6Time,PG5_7NDYP,PG5_7Order,PG5_7Time,PG5_8CP,PG5_8Order,PG5_8Time,PG5_9FRP,PG5_9Order,PG5_9Time,PG5_10RPA,PG5_10Order,PG5_10Time,PG5_11NSG,PG5_11Order,PG5_11Time,PG5_12NWG,PG5_12Order,PG5_12Time,PG5_13NFG,PG5_13Order,PG5_13Time,PG5Submit,PG6Resp,PG6Submit,PG7R,PG7C/C++,PG7Java,PG7Python,PG7Javascript,PG7Go,PG7C#,PG7Other,PG7Submit,PG8Resp,PG8Submit,PG9Resp,PG9Submit,PG10Resp,PG10Submit,PG11Resp,PG11Submit,PG12Resp,PG12Submit
PC,FALSE,2018-10-11 17:43:35,,0,0,2018-10-11 17:43:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-11 17:44:42,,168,711,2018-10-11 17:44:46,For personal work and/or research use,,,,2018-10-11 17:44:56,Not sure,2018-10-11 17:45:28,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 17:44:47,2018-10-11 17:48:33,0,0,2018-10-11 17:44:57,For personal work and/or research use,,,,2018-10-11 17:45:13,Yes,2018-10-11 17:45:47,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 17:46:26,,,10,10,2018-10-11 17:46:33,Low Priority,8,2018-10-11 17:47:26,Not a Priority,12,2018-10-11 17:47:35,Essential,5,2018-10-11 17:47:17,Not a Priority,13,2018-10-11 17:47:37,Medium Priority,10,2018-10-11 17:47:32,High Priority,9,2018-10-11 17:47:29,Not a Priority,11,2018-10-11 17:47:33,High Priority,4,2018-10-11 17:47:13,Essential,6,2018-10-11 17:47:21,High Priority,7,2018-10-11 17:47:23,Not a Priority,3,2018-10-11 17:47:07,Not a Priority,2,2018-10-11 17:47:05,Not a Priority,1,2018-10-11 17:47:03,2018-10-11 17:47:38,2 - 5 years,2018-10-11 17:47:45,R,,,,,,,,2018-10-11 17:47:52,Data Scientist,2018-10-11 17:47:58,2 - 3,2018-10-11 17:48:13,Not native - full working proficiency,2018-10-11 17:48:22,Male,2018-10-11 17:48:25,25 - 34,2018-10-11 17:48:31
PC,TRUE,2018-10-11 17:45:29,2018-10-11 17:51:52,24,713,2018-10-11 17:45:37,For personal work and/or research use,,,,2018-10-11 17:45:52,Yes,2018-10-11 17:46:08,I saw a recommendation for the package,2018-10-11 17:48:27,5,,,5,2018-10-11 17:48:55,Medium Priority,11,2018-10-11 17:50:24,High Priority,1,2018-10-11 17:49:34,High Priority,5,2018-10-11 17:49:48,Medium Priority,6,2018-10-11 17:49:53,Essential,3,2018-10-11 17:49:37,Low Priority,13,2018-10-11 17:50:38,Not a Priority,10,2018-10-11 17:50:17,Medium Priority,12,2018-10-11 17:50:33,High Priority,7,2018-10-11 17:49:58,Medium Priority,16,2018-10-11 17:50:51,Low Priority,8,2018-10-11 17:50:08,Low Priority,15,2018-10-11 17:50:45,Medium Priority,9,2018-10-11 17:50:11,2018-10-11 17:50:51,Less than 2 years,2018-10-11 17:50:58,Julia,,,Python,,,,Other,2018-10-11 17:51:19,Master's Student,2018-10-11 17:51:30,,2018-10-11 17:51:31,Native,2018-10-11 17:51:38,Male,2018-10-11 17:51:42,25 - 34,2018-10-11 17:51:51
PC,TRUE,2018-10-11 17:48:22,2018-10-11 17:51:33,0,0,2018-10-11 17:48:31,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 17:48:42,Not sure,2018-10-11 17:49:16,Chose the package to be compatible with other packages in my project,2018-10-11 17:49:39,,,10,10,2018-10-11 17:49:45,Low Priority,3,2018-10-11 17:50:17,Not a Priority,7,2018-10-11 17:50:27,High Priority,1,2018-10-11 17:50:00,Low Priority,12,2018-10-11 17:50:42,Low Priority,11,2018-10-11 17:50:39,Not a Priority,2,2018-10-11 17:50:11,Not a Priority,13,2018-10-11 17:50:44,Low Priority,9,2018-10-11 17:50:35,High Priority,5,2018-10-11 17:50:23,Medium Priority,8,2018-10-11 17:50:32,Not a Priority,4,2018-10-11 17:50:20,Not a Priority,6,2018-10-11 17:50:25,Not a Priority,10,2018-10-11 17:50:37,2018-10-11 17:50:44,2 - 5 years,2018-10-11 17:50:50,R,,,,,,,,2018-10-11 17:50:55,graduate student,2018-10-11 17:51:04,2 - 3,2018-10-11 17:51:13,Native,2018-10-11 17:51:20,Male,2018-10-11 17:51:28,35 - 44,2018-10-11 17:51:32
PC,TRUE,2018-10-11 17:49:07,2018-10-11 17:51:30,0,0,2018-10-11 17:49:12,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 17:49:23,Not sure,2018-10-11 17:49:29,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 17:49:55,,,,,2018-10-11 17:49:56,,,,,,,High Priority,1,2018-10-11 17:50:09,High Priority,3,2018-10-11 17:50:13,,,,,,,,,,High Priority,2,2018-10-11 17:50:12,,,,,,,,,,,,,,,,2018-10-11 17:50:40,6 - 8 years,2018-10-11 17:50:46,R,,,Python,,,,,2018-10-11 17:50:52,Postdoc academic,2018-10-11 17:51:05,1,2018-10-11 17:51:13,Native,2018-10-11 17:51:18,Male,2018-10-11 17:51:23,35 - 44,2018-10-11 17:51:29
Phone,FALSE,2018-10-11 17:50:59,,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-11 17:51:18,,168,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,TRUE,2018-10-11 17:51:59,2018-10-11 17:54:30,0,0,2018-10-11 17:52:06,For personal work and/or research use,,,,2018-10-11 17:52:18,Yes,2018-10-11 17:52:27,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 17:52:44,,7,,7,2018-10-11 17:52:52,High Priority,8,2018-10-11 17:53:29,Low Priority,11,2018-10-11 17:53:36,High Priority,1,2018-10-11 17:53:06,Medium Priority,13,2018-10-11 17:53:41,Medium Priority,12,2018-10-11 17:53:39,Medium Priority,2,2018-10-11 17:53:10,High Priority,5,2018-10-11 17:53:21,High Priority,7,2018-10-11 17:53:26,Essential,6,2018-10-11 17:53:23,High Priority,4,2018-10-11 17:53:17,Low Priority,10,2018-10-11 17:53:33,Low Priority,3,2018-10-11 17:53:14,Low Priority,9,2018-10-11 17:53:31,2018-10-11 17:53:41,2 - 5 years,2018-10-11 17:53:49,R,,,,,,,,2018-10-11 17:53:55,Data Scientist,2018-10-11 17:54:00,4 - 6,2018-10-11 17:54:11,Native,2018-10-11 17:54:18,Female,2018-10-11 17:54:23,25 - 34,2018-10-11 17:54:28
PC,FALSE,2018-10-11 17:54:34,,168,719,2018-10-11 17:54:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-11 17:54:55,,0,0,2018-10-11 17:55:30,,,For a training / class that I took,,2018-10-11 17:55:37,,2018-10-11 17:55:41,,2018-10-11 17:55:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 17:55:55,2018-10-11 17:58:27,0,0,2018-10-11 17:56:01,,,For a training / class that I took,,2018-10-11 17:56:06,Not sure,2018-10-11 17:56:17,Chose the package to be compatible with other packages in my project,2018-10-11 17:56:32,,,10,10,2018-10-11 17:56:37,High Priority,3,2018-10-11 17:57:14,,,,High Priority,2,2018-10-11 17:57:08,,,,High Priority,5,2018-10-11 17:57:18,High Priority,4,2018-10-11 17:57:16,,,,,,,High Priority,1,2018-10-11 17:57:02,High Priority,7,2018-10-11 17:57:25,,,,,,,,,,2018-10-11 17:57:28,20 years or more,2018-10-11 17:57:38,R,,,,,,,,2018-10-11 17:57:44,Ecologist,2018-10-11 17:58:00,2 - 3,2018-10-11 17:58:08,Native,2018-10-11 17:58:16,Male,2018-10-11 17:58:20,45 - 54,2018-10-11 17:58:25
PC,TRUE,2018-10-11 17:58:26,2018-10-11 18:01:44,168,722,2018-10-11 17:58:42,For personal work and/or research use,,,,2018-10-11 17:58:56,No,2018-10-11 17:59:09,I saw a recommendation for the package,2018-10-11 17:59:27,,7,,7,2018-10-11 17:59:36,Medium Priority,4,2018-10-11 18:00:15,Not a Priority,6,2018-10-11 18:00:29,High Priority,1,2018-10-11 18:00:05,Not a Priority,7,2018-10-11 18:00:31,Essential,2,2018-10-11 18:00:07,High Priority,13,2018-10-11 18:00:58,Not a Priority,10,2018-10-11 18:00:46,High Priority,5,2018-10-11 18:00:25,Essential,14,2018-10-11 18:01:00,Low Priority,12,2018-10-11 18:00:54,Not a Priority,11,2018-10-11 18:00:48,Not a Priority,8,2018-10-11 18:00:34,Not a Priority,9,2018-10-11 18:00:37,2018-10-11 18:01:01,Less than 2 years,2018-10-11 18:01:09,R,,,,,,,,2018-10-11 18:01:17,Data Scientist,2018-10-11 18:01:22,4 - 6,2018-10-11 18:01:31,Native,2018-10-11 18:01:36,Male,2018-10-11 18:01:39,35 - 44,2018-10-11 18:01:43
PC,TRUE,2018-10-11 18:02:04,2018-10-11 18:07:32,1,47,2018-10-11 18:02:45,,,For a training / class that I took,,2018-10-11 18:02:53,Yes,2018-10-11 18:03:12,"I didn't choose to use the package, it was included implicitly / unintentionally",2018-10-11 18:03:28,,7,,7,2018-10-11 18:03:40,High Priority,2,2018-10-11 18:04:17,Medium Priority,7,2018-10-11 18:04:49,,,,High Priority,4,2018-10-11 18:04:27,,,,Low Priority,6,2018-10-11 18:04:38,Medium Priority,1,2018-10-11 18:04:15,High Priority,3,2018-10-11 18:04:20,Medium Priority,5,2018-10-11 18:04:30,,,,,,,,,,,,,2018-10-11 18:04:51,2 - 5 years,2018-10-11 18:05:01,,,,Python,Javascript,,,,2018-10-11 18:05:14,Student,2018-10-11 18:05:27,2 - 3,2018-10-11 18:07:05,Not native - full working proficiency,2018-10-11 18:07:15,Male,2018-10-11 18:07:20,,2018-10-11 18:07:29
PC,FALSE,2018-10-11 18:05:51,,1,48,2018-10-11 18:10:44,,,,,2018-10-11 18:10:45,Not sure,2018-10-11 18:11:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-11 18:07:11,,0,0,2018-10-11 18:07:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-11 18:07:45,,24,726,2018-10-11 18:07:55,,,,,2018-10-11 18:07:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,TRUE,2018-10-11 18:08:08,2018-10-11 18:10:53,1,51,2018-10-11 18:08:12,Training students,,,Other,2018-10-11 18:08:30,Not sure,2018-10-11 18:08:40,I liked the interface,2018-10-11 18:09:23,5,,,5,2018-10-11 18:09:28,,,,,,,Low Priority,4,2018-10-11 18:09:58,,,,Medium Priority,3,2018-10-11 18:09:54,,,,,,,High Priority,1,2018-10-11 18:09:38,Medium Priority,2,2018-10-11 18:09:45,,,,,,,,,,,,,2018-10-11 18:10:00,Less than 2 years,2018-10-11 18:10:07,R,C/C++,,,,,,,2018-10-11 18:10:12,Grad Student,2018-10-11 18:10:22,2 - 3,2018-10-11 18:10:33,Native,2018-10-11 18:10:39,Male,2018-10-11 18:10:42,35 - 44,2018-10-11 18:10:51
PC,TRUE,2018-10-11 18:13:04,2018-10-11 18:17:20,1,46,2018-10-11 18:13:20,For personal work and/or research use,,,,2018-10-11 18:13:38,No,2018-10-11 18:13:48,Chose the package to be compatible with other packages in my project,2018-10-11 18:14:26,,7,,7,2018-10-11 18:14:39,,,,,,,,,,,,,,,,High Priority,3,2018-10-11 18:15:16,,,,,,,Medium Priority,4,2018-10-11 18:15:35,Essential,2,2018-10-11 18:15:14,Not a Priority,5,2018-10-11 18:16:01,Low Priority,6,2018-10-11 18:16:24,,,,2018-10-11 18:16:27,Less than 2 years,2018-10-11 18:16:36,R,,,,,,,,2018-10-11 18:16:43,Data Scientist,2018-10-11 18:16:48,1,2018-10-11 18:16:58,Not native - full working proficiency,2018-10-11 18:17:10,Female,2018-10-11 18:17:14,45 - 54,2018-10-11 18:17:19
Phone,TRUE,2018-10-11 18:13:49,2018-10-11 18:16:30,24,729,2018-10-11 18:14:03,,,For a training / class that I took,,2018-10-11 18:14:14,Not sure,2018-10-11 18:14:28,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 18:14:52,,7,,7,2018-10-11 18:15:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-11 18:15:20,2 - 5 years,2018-10-11 18:15:27,,,,Python,,,,,2018-10-11 18:15:38,Software Engineer,2018-10-11 18:15:48,16 - 25,2018-10-11 18:16:00,Not native - full working proficiency,2018-10-11 18:16:10,Male,2018-10-11 18:16:18,25 - 34,2018-10-11 18:16:26
Phone,TRUE,2018-10-11 18:14:35,2018-10-11 18:19:01,0,0,2018-10-11 18:14:58,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 18:15:23,Yes,2018-10-11 18:15:34,Chose the package to be compatible with other packages in my project,2018-10-11 18:16:05,,,,,2018-10-11 18:16:08,Medium Priority,2,2018-10-11 18:16:50,,,,High Priority,12,2018-10-11 18:17:47,Medium Priority,8,2018-10-11 18:17:24,High Priority,5,2018-10-11 18:17:14,Low Priority,1,2018-10-11 18:16:44,Not a Priority,4,2018-10-11 18:17:08,Medium Priority,11,2018-10-11 18:17:43,High Priority,10,2018-10-11 18:17:40,High Priority,9,2018-10-11 18:17:29,Medium Priority,6,2018-10-11 18:17:17,Not a Priority,7,2018-10-11 18:17:20,Medium Priority,3,2018-10-11 18:16:53,2018-10-11 18:17:47,2 - 5 years,2018-10-11 18:17:58,R,,,Python,,,,,2018-10-11 18:18:09,Data Scientist,2018-10-11 18:18:28,2 - 3,2018-10-11 18:18:41,Native,2018-10-11 18:18:52,Male,2018-10-11 18:18:55,25 - 34,2018-10-11 18:19:00
PC,TRUE,2018-10-11 18:15:52,2018-10-11 18:20:40,1,49,2018-10-11 18:15:58,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 18:16:13,Yes,2018-10-11 18:16:25,data.frame tend to run out of memory whereas data.table didn't for the same dataset,2018-10-11 18:17:40,0,,,0,2018-10-11 18:17:50,High Priority,12,2018-10-11 18:19:24,Low Priority,9,2018-10-11 18:19:10,High Priority,4,2018-10-11 18:18:47,Not a Priority,6,2018-10-11 18:18:55,High Priority,2,2018-10-11 18:18:40,Low Priority,8,2018-10-11 18:19:03,Not a Priority,1,2018-10-11 18:18:34,Essential,13,2018-10-11 18:19:26,Essential,5,2018-10-11 18:18:50,Medium Priority,10,2018-10-11 18:19:13,Not a Priority,3,2018-10-11 18:18:42,Not a Priority,11,2018-10-11 18:19:16,Not a Priority,7,2018-10-11 18:18:58,2018-10-11 18:19:42,9 - 12 years,2018-10-11 18:19:52,R,,,Python,,,,,2018-10-11 18:20:00,DevOps engineer,2018-10-11 18:20:10,More than 25,2018-10-11 18:20:19,,2018-10-11 18:20:24,Male,2018-10-11 18:20:29,45 - 54,2018-10-11 18:20:39
Phone,TRUE,2018-10-11 18:17:24,2018-10-11 18:19:12,1,50,2018-10-11 18:17:30,For personal work and/or research use,,,,2018-10-11 18:17:39,Not sure,2018-10-11 18:17:47,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 18:18:01,,,10,10,2018-10-11 18:18:07,,,,,,,,,,,,,,,,,,,,,,Essential,1,2018-10-11 18:18:20,,,,,,,,,,,,,,,,2018-10-11 18:18:30,6 - 8 years,2018-10-11 18:18:35,R,,,,,,,,2018-10-11 18:18:40,Data Scientist,2018-10-11 18:18:45,More than 25,2018-10-11 18:18:58,Native,2018-10-11 18:19:04,Male,2018-10-11 18:19:07,25 - 34,2018-10-11 18:19:10
PC,TRUE,2018-10-11 18:23:17,2018-10-11 18:29:28,168,733,2018-10-11 18:23:35,,,For a training / class that I took,,2018-10-11 18:23:44,No,2018-10-11 18:26:25,I saw a recommendation for the package,2018-10-11 18:27:10,,8,,8,2018-10-11 18:27:18,Not a Priority,12,2018-10-11 18:28:07,Not a Priority,7,2018-10-11 18:27:50,High Priority,6,2018-10-11 18:27:47,Low Priority,13,2018-10-11 18:28:10,Medium Priority,9,2018-10-11 18:27:58,Medium Priority,10,2018-10-11 18:28:00,Low Priority,8,2018-10-11 18:27:56,Low Priority,3,2018-10-11 18:27:40,High Priority,2,2018-10-11 18:27:37,High Priority,5,2018-10-11 18:27:45,Not a Priority,4,2018-10-11 18:27:42,Not a Priority,1,2018-10-11 18:27:33,Not a Priority,11,2018-10-11 18:28:02,2018-10-11 18:28:25,Less than 2 years,2018-10-11 18:28:33,R,,,,,,,,2018-10-11 18:28:45,Statistics student,2018-10-11 18:28:57,2 - 3,2018-10-11 18:29:10,Native,2018-10-11 18:29:17,Female,2018-10-11 18:29:23,18 - 24,2018-10-11 18:29:27
PC,TRUE,2018-10-11 18:27:45,2018-10-11 18:32:45,24,734,2018-10-11 18:28:01,For personal work and/or research use,,,,2018-10-11 18:28:21,Not sure,2018-10-11 18:28:35,"I didn't choose to use the package, it was included implicitly / unintentionally",2018-10-11 18:28:58,,8,,8,2018-10-11 18:29:11,Medium Priority,6,2018-10-11 18:30:14,Medium Priority,1,2018-10-11 18:29:40,Low Priority,7,2018-10-11 18:30:19,Not a Priority,5,2018-10-11 18:30:06,,,,High Priority,9,2018-10-11 18:30:37,Essential,2,2018-10-11 18:29:45,Medium Priority,8,2018-10-11 18:30:26,High Priority,4,2018-10-11 18:30:00,Low Priority,11,2018-10-11 18:30:46,Low Priority,12,2018-10-11 18:30:50,Low Priority,3,2018-10-11 18:29:50,Low Priority,10,2018-10-11 18:30:41,2018-10-11 18:30:52,6 - 8 years,2018-10-11 18:31:20,matlab,,,,,,,Other,2018-10-11 18:31:38,postdoctoral researcher,2018-10-11 18:31:55,4 - 6,2018-10-11 18:32:21,Not native - full working proficiency,2018-10-11 18:32:32,Female,2018-10-11 18:32:38,35 - 44,2018-10-11 18:32:43
PC,TRUE,2018-10-11 18:32:57,2018-10-11 18:40:00,24,735,2018-10-11 18:33:05,For personal work and/or research use,,,,2018-10-11 18:33:19,Not sure,2018-10-11 18:33:39,"I use data.table::fread because it is really great at quickly reading tabular data. Otherwise, I use tidyverse packages",2018-10-11 18:35:32,,,10,10,2018-10-11 18:35:44,Medium Priority,10,2018-10-11 18:37:59,Medium Priority,1,2018-10-11 18:37:00,Medium Priority,13,2018-10-11 18:38:14,High Priority,4,2018-10-11 18:37:15,Medium Priority,9,2018-10-11 18:37:54,Not a Priority,8,2018-10-11 18:37:44,Not a Priority,12,2018-10-11 18:38:05,High Priority,7,2018-10-11 18:37:28,High Priority,3,2018-10-11 18:37:09,Essential,5,2018-10-11 18:37:19,Not a Priority,2,2018-10-11 18:37:02,Not a Priority,6,2018-10-11 18:37:24,Not a Priority,11,2018-10-11 18:38:01,2018-10-11 18:38:27,2 - 5 years,2018-10-11 18:39:08,R,,,,,,,,2018-10-11 18:39:13,Biologist,2018-10-11 18:39:22,2 - 3,2018-10-11 18:39:41,Native,2018-10-11 18:39:47,Male,2018-10-11 18:39:51,25 - 34,2018-10-11 18:39:59
PC,FALSE,2018-10-11 18:34:23,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 18:34:31,2018-10-11 18:36:55,0,0,2018-10-11 18:34:37,For personal work and/or research use,,,,2018-10-11 18:34:48,No,2018-10-11 18:34:54,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 18:35:11,,,10,10,2018-10-11 18:35:18,Not a Priority,11,2018-10-11 18:36:03,Not a Priority,12,2018-10-11 18:36:06,Not a Priority,1,2018-10-11 18:35:32,Not a Priority,9,2018-10-11 18:35:56,Not a Priority,10,2018-10-11 18:36:00,Low Priority,13,2018-10-11 18:36:07,Not a Priority,4,2018-10-11 18:35:41,Not a Priority,5,2018-10-11 18:35:44,High Priority,6,2018-10-11 18:35:48,High Priority,7,2018-10-11 18:35:52,Not a Priority,8,2018-10-11 18:35:54,Not a Priority,3,2018-10-11 18:35:37,Not a Priority,2,2018-10-11 18:35:35,2018-10-11 18:36:08,Less than 2 years,2018-10-11 18:36:14,R,,,,,,,,2018-10-11 18:36:22,Data Scientist,2018-10-11 18:36:26,More than 25,2018-10-11 18:36:40,,2018-10-11 18:36:42,Male,2018-10-11 18:36:48,35 - 44,2018-10-11 18:36:53
PC,TRUE,2018-10-11 18:36:40,2018-10-11 18:39:47,24,738,2018-10-11 18:36:44,For personal work and/or research use,,,,2018-10-11 18:37:09,Yes,2018-10-11 18:37:22,Convenience/experience with package,2018-10-11 18:37:58,,,10,10,2018-10-11 18:38:03,,,,,,,High Priority,1,2018-10-11 18:38:26,Medium Priority,5,2018-10-11 18:38:46,,,,,,,,,,,,,Essential,3,2018-10-11 18:38:39,High Priority,6,2018-10-11 18:38:54,Not a Priority,4,2018-10-11 18:38:42,Not a Priority,7,2018-10-11 18:38:57,Not a Priority,2,2018-10-11 18:38:31,2018-10-11 18:38:58,Less than 2 years,2018-10-11 18:39:06,R,,,,,,,,2018-10-11 18:39:13,Graduate student - ecology,2018-10-11 18:39:29,1,2018-10-11 18:39:35,Native,2018-10-11 18:39:39,Female,2018-10-11 18:39:42,18 - 24,2018-10-11 18:39:46
PC,TRUE,2018-10-11 18:37:17,2018-10-11 18:42:50,24,739,2018-10-11 18:37:21,For personal work and/or research use,,For a training / class that I took,,2018-10-11 18:37:30,Not sure,2018-10-11 18:37:36,I don't remember,2018-10-11 18:40:33,5,,,5,2018-10-11 18:40:39,Medium Priority,9,2018-10-11 18:41:47,Medium Priority,8,2018-10-11 18:41:44,Essential,1,2018-10-11 18:41:07,Low Priority,10,2018-10-11 18:41:50,High Priority,2,2018-10-11 18:41:12,High Priority,13,2018-10-11 18:41:58,High Priority,12,2018-10-11 18:41:56,High Priority,11,2018-10-11 18:41:51,Low Priority,4,2018-10-11 18:41:23,Medium Priority,3,2018-10-11 18:41:18,Not a Priority,6,2018-10-11 18:41:35,Not a Priority,7,2018-10-11 18:41:40,Not a Priority,5,2018-10-11 18:41:29,2018-10-11 18:42:07,2 - 5 years,2018-10-11 18:42:13,SQL,,,Python,,,,Other,2018-10-11 18:42:25,Data Scientist,2018-10-11 18:42:28,2 - 3,2018-10-11 18:42:35,Native,2018-10-11 18:42:40,Male,2018-10-11 18:42:44,45 - 54,2018-10-11 18:42:49
PC,TRUE,2018-10-11 18:40:14,2018-10-11 18:42:08,168,740,2018-10-11 18:40:20,,,For a training / class that I took,,2018-10-11 18:40:32,No,2018-10-11 18:40:39,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 18:40:56,,,,,2018-10-11 18:40:59,Essential,1,2018-10-11 18:41:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-11 18:41:23,2 - 5 years,2018-10-11 18:41:30,R,,,Python,,,,,2018-10-11 18:41:37,Data Scientist,2018-10-11 18:41:43,2 - 3,2018-10-11 18:41:52,Not native - sufficient working proficiency,2018-10-11 18:41:59,,2018-10-11 18:42:04,,2018-10-11 18:42:06
PC,TRUE,2018-10-11 18:44:29,2018-10-11 18:50:13,168,741,2018-10-11 18:44:38,,,,For a workshop I taught to undergraduates (on data visualization and analysis),2018-10-11 18:45:31,Yes,2018-10-11 18:48:01,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 18:48:16,,,10,10,2018-10-11 18:48:22,Low Priority,14,2018-10-11 18:49:25,Not a Priority,9,2018-10-11 18:49:09,Medium Priority,6,2018-10-11 18:49:03,Medium Priority,10,2018-10-11 18:49:14,Not a Priority,2,2018-10-11 18:48:51,Essential,5,2018-10-11 18:49:00,Not a Priority,1,2018-10-11 18:48:48,Essential,12,2018-10-11 18:49:19,Medium Priority,11,2018-10-11 18:49:18,Not a Priority,3,2018-10-11 18:48:55,Not a Priority,7,2018-10-11 18:49:06,Not a Priority,4,2018-10-11 18:48:58,Not a Priority,8,2018-10-11 18:49:08,2018-10-11 18:49:25,2 - 5 years,2018-10-11 18:49:31,R,,,,,,,,2018-10-11 18:49:38,Data Scientist,2018-10-11 18:49:45,7 - 10,2018-10-11 18:49:58,Native,2018-10-11 18:50:02,Female,2018-10-11 18:50:07,25 - 34,2018-10-11 18:50:11
PC,TRUE,2018-10-11 18:45:43,2018-10-11 18:48:45,0,0,2018-10-11 18:45:48,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 18:46:00,No,2018-10-11 18:46:31,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 18:46:49,,,10,10,2018-10-11 18:46:54,Medium Priority,11,2018-10-11 18:47:48,Low Priority,12,2018-10-11 18:47:51,High Priority,1,2018-10-11 18:47:12,Not a Priority,7,2018-10-11 18:47:37,Medium Priority,10,2018-10-11 18:47:46,Essential,4,2018-10-11 18:47:22,High Priority,8,2018-10-11 18:47:39,Medium Priority,2,2018-10-11 18:47:17,High Priority,3,2018-10-11 18:47:19,Not a Priority,5,2018-10-11 18:47:29,Low Priority,6,2018-10-11 18:47:32,Not a Priority,13,2018-10-11 18:47:54,Low Priority,9,2018-10-11 18:47:42,2018-10-11 18:47:55,6 - 8 years,2018-10-11 18:48:01,R,,,Python,,,,,2018-10-11 18:48:16,Data Scientist,2018-10-11 18:48:21,More than 25,2018-10-11 18:48:29,Native,2018-10-11 18:48:35,Male,2018-10-11 18:48:40,35 - 44,2018-10-11 18:48:44
PC,FALSE,2018-10-11 18:47:08,,1,33,2018-10-11 18:47:17,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 18:47:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
